Type,State,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Petroleum,WI,"392,174","390,600","404,321","410,815","410,726","412,265","430,383","459,141","475,146","490,560","510,121","513,461","532,257","550,614","527,154","524,308","570,026","582,503","605,891","564,808","474,923","439,877","437,256","431,106","441,010","437,393","441,874","446,969","478,838","487,333","478,557","478,345","476,373","501,031","514,289","518,512","543,614","545,521","565,384","607,396","600,129","603,696","600,959","579,881","606,012","596,603","589,851","584,630","558,483","519,606","526,153","514,215","499,978","510,630","545,621","536,332","525,943","519,764"
Petroleum,WV,"126,727","131,972","139,292","129,969","130,542","136,937","140,775","140,768","148,069","150,546","154,461","160,762","170,824","178,310","181,101","198,211","216,353","235,436","224,998","234,025","217,628","205,098","192,255","197,978","199,755","194,395","182,865","193,284","201,175","209,562","207,656","199,249","197,870","197,702","206,789","206,589","185,803","198,854","213,149","204,099","206,488","217,958","228,699","211,544","230,361","231,304","236,344","235,366","221,682","191,884","204,099","200,151","194,952","196,725","194,383","191,259","202,015","193,619"
Petroleum,WY,"75,496","81,242","90,729","86,377","85,379","86,464","82,040","95,114","105,759","109,008","102,687","108,054","111,447","121,873","124,555","129,694","139,354","153,243","169,839","174,797","173,524","160,096","147,840","114,608","115,379","117,402","110,962","125,441","128,596","129,670","122,829","109,136","113,026","119,969","119,956","129,045","132,719","131,308","128,915","147,779","145,728","156,709","150,160","159,203","153,076","155,289","166,896","169,430","169,975","163,943","167,633","169,545","173,462","163,960","174,272","161,228","156,097","157,906"
Petroleum,US,"19,873,652","20,168,040","20,997,481","21,644,489","22,240,249","23,183,963","24,334,435","25,272,517","26,964,864","28,321,627","29,500,112","30,541,454","32,919,160","34,806,025","33,420,613","32,698,781","35,141,985","37,082,642","37,919,119","37,075,951","34,159,758","31,884,384","30,179,893","29,997,230","30,993,084","30,867,287","32,150,914","32,818,384","34,173,609","34,164,741","33,500,896","32,790,251","33,468,926","33,591,507","34,457,681","34,345,586","35,592,566","36,069,260","36,724,106","37,736,847","38,156,681","38,087,631","38,122,145","38,713,457","40,148,362","40,227,276","39,743,329","39,383,775","36,791,612","34,838,900","35,369,166","34,739,203","33,953,989","34,611,699","34,867,160","35,595,568","35,931,503","36,261,788"
Nuclear,AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,425","70,195","29,978","46,557","210,228","249,788","240,321","256,310","260,780","306,734","274,203","262,518","152,028","122,308","117,450","137,623","121,962","127,533","166,430","203,111","187,216","214,054","218,045","312,018","310,336","300,698","322,826","327,143","317,019","332,650","330,137","329,898","330,761","332,992","360,036","407,551","415,392","396,557","411,822","427,975","426,488","431,368","438,728","417,334","446,097"
Nuclear,AR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,024","53,676","42,614","54,759","57,113","42,139","85,438","100,093","82,852","83,380","117,188","105,042","93,900","118,720","94,309","93,599","119,387","132,746","118,591","142,032","145,531","122,486","140,285","149,100","137,403","135,009","121,516","154,356","152,024","153,093","161,111","142,864","158,952","162,434","148,085","158,663","157,017","148,531","162,353","124,816","151,428","144,716","140,370","132,736"
Nuclear,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,005","105,540","140,532","243,215","83,080","217,965","263,104","268,149","231,601","242,182","283,526","302,902","307,623","317,888","317,843","316,839","299,966","322,260","297,872","293,158","269,327","250,568","280,920","305,726","320,692","326,102","327,292","334,636","328,423","338,044","340,153","338,636","338,246"
Nuclear,CA,1,55,84,"2,288","4,369","3,193","1,895","6,503","17,003","27,127","34,375","38,137","34,266","28,689","41,277","66,855","53,107","87,396","83,801","95,320","53,665","35,367","41,357","61,214","153,366","209,565","277,332","317,298","327,209","344,146","345,955","330,684","369,043","331,724","352,778","317,794","358,119","320,194","362,928","348,736","366,845","346,911","358,707","370,958","315,634","377,313","333,488","375,427","339,506","332,218","336,562","383,644","193,939","187,162","177,656","193,529","197,754","187,227"
Nuclear,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,421","6,664","2,316","7,273","8,261","6,299","8,162",598,-337,550,"1,812","6,994","5,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,CT,0,0,0,0,0,0,0,"6,056","33,941","40,166","39,567","84,173","83,932","46,911","88,951","89,590","136,215","141,876","151,674","138,231","129,094","139,788","150,866","126,367","154,967","135,127","197,480","214,482","235,904","207,033","209,272","128,355","175,606","229,006","210,712","196,995","65,384","-1,309","34,022","132,456","170,674","161,112","155,777","167,566","172,470","162,406","173,111","171,874","161,305","174,220","175,074","166,669","178,959","178,465","165,677","182,083","173,363","172,570"
Nuclear,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,FL,0,0,0,0,0,0,0,0,0,0,0,0,713,"51,038","87,919","92,177","95,538","189,076","172,977","167,438","182,563","159,362","213,919","161,446","261,074","249,204","233,119","196,026","277,752","221,356","230,471","215,001","262,989","271,916","278,881","301,978","267,514","241,023","326,432","329,450","336,766","329,825","351,940","322,868","325,516","300,127","327,934","307,215","335,857","304,544","250,178","230,369","187,259","277,169","291,474","294,099","306,658","304,840"
Nuclear,GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,"34,063","45,666","39,985","46,798","55,429","92,015","79,799","73,144","84,771","59,331","107,602","76,574","159,333","160,615","264,167","262,401","272,752","293,149","286,059","302,346","322,151","314,302","319,170","329,212","328,946","338,660","351,739","324,827","346,601","351,921","329,092","333,981","341,364","331,235","331,368","350,268","338,052","355,674","343,801","340,652","353,883","360,633","352,560"
Nuclear,HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,842","25,235","27,384","31,102","13,225","31,432","27,955","24,309","25,126","25,177","29,274","20,467","31,666","26,348","33,536","33,221","31,868","43,475","35,655","33,981","42,930","39,191","41,210","43,541","39,525","38,041","46,439","40,234","47,761","41,559","51,399","47,362","53,171","47,398","55,210","48,937","46,518","54,572","45,552","55,597","43,431","54,836","49,185","54,528"
Nuclear,ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,IL,"2,958","6,144","13,870","11,093","11,710","11,393","16,358","9,325","10,380","9,111","27,600","47,396","141,019","218,614","218,667","245,760","292,243","307,424","360,238","298,772","302,604","325,199","305,891","305,571","379,243","415,387","450,809","524,124","733,298","791,821","760,711","753,444","772,156","823,235","759,385","824,598","732,840","535,916","583,254","854,224","932,749","964,500","948,761","987,308","959,869","973,293","982,498","1,004,100","994,526","998,562","1,005,374","1,002,694","1,010,189","1,014,926","1,023,496","1,017,377","1,031,331","1,016,522"
Nuclear,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,960","73,616","67,572","70,503","102,753","83,328","61,422","88,906","82,977","89,145","105,723","86,176","88,469","109,219","95,687","94,495","108,050","94,413","92,648","105,664","92,055","97,570","108,762","88,812","91,710","99,876","76,585","86,818","74,902","89,512","90,254","86,245","111,367"
Nuclear,KY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,102","112,532","128,688","146,152","131,136","150,230","146,317","108,433","151,238","133,562","164,812","165,578","141,785","172,341","137,016","164,734","181,041","180,702","168,069","178,110","163,598","174,634","179,127","160,658","175,524","194,818","173,859","164,092","177,156","181,059","160,015","179,391","161,171"
Nuclear,MA,394,"9,931","8,017","11,181","14,166","11,407","12,572","14,707","13,757","12,614","13,272","15,554","16,179","55,829","32,196","41,636","40,475","39,571","60,943","66,113","35,255","47,766","46,212","66,116","11,221","65,141","25,604","11,863","11,841","31,906","53,647","46,304","49,653","45,574","40,330","47,133","55,922","45,234","59,782","47,218","57,487","53,719","60,237","51,880","61,928","57,138","60,832","53,701","61,339","56,437","61,853","53,212","61,402","45,251","60,340","52,236","56,628","52,788"
Nuclear,MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"48,307","70,921","117,181","108,272","105,240","119,409","127,095","114,555","127,325","126,334","105,434","135,704","105,147","124,404","28,777","13,242","94,734","111,662","129,208","117,432","135,939","127,010","138,657","139,851","139,114","144,204","142,612","126,641","142,685","152,043","153,443","144,320","150,551","153,422","152,180","146,265","150,655","142,297","149,048","150,017","153,140","154,377","158,004"
Nuclear,ME,0,0,0,0,0,0,0,0,0,0,0,0,586,"36,540","39,893","49,586","65,496","55,386","58,582","48,928","48,040","57,488","50,097","62,488","55,552","56,875","66,032","42,216","53,192","73,464","51,436","65,676","56,104","60,292","69,317","2,076","53,166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,MI,0,0,0,"1,453","2,293","2,132","3,983","5,801","4,808","4,426","4,113","4,200","22,935","32,490","4,641","79,031","109,371","110,182","143,373","164,699","173,339","188,239","166,124","178,651","152,652","142,886","129,671","150,251","188,799","225,547","228,682","283,290","197,365","299,627","147,836","256,879","281,789","229,964","131,076","152,473","196,925","278,941","324,615","291,332","318,700","343,048","303,305","330,581","329,075","228,540","309,636","344,155","293,619","302,194","326,800","306,773","329,999","338,675"
Nuclear,MN,0,0,0,8,669,"1,693","1,498","1,624",167,0,0,"15,106","38,405","35,654","48,695","107,372","109,482","120,211","126,822","125,146","109,374","112,360","112,911","128,164","90,306","122,923","116,919","120,643","130,279","115,634","128,458","126,427","116,923","125,902","127,761","139,149","127,035","113,536","122,158","139,148","135,160","123,113","142,897","139,799","138,645","133,948","137,569","137,437","135,843","129,623","140,873","125,134","125,159","111,885","132,904","125,900","144,970","145,426"
Nuclear,MO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,978","85,290","75,854","65,615","94,731","88,307","84,635","104,624","84,647","88,038","104,588","86,597","93,376","93,970","89,349","89,730","104,205","87,557","87,605","101,089","81,658","83,807","105,567","98,302","98,025","107,175","94,027","98,062","112,317","87,428","97,021","109,182","98,630","86,853"
Nuclear,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,789","46,014","43,233","80,577","101,592","82,824","78,541","95,750","85,587","83,019","100,493","84,196","96,886","113,467","96,418","88,075","111,534","103,635","105,041","113,625","106,707","105,172","108,718","98,164","98,215","115,033","100,791","108,164","76,456","113,523","107,228","122,511","61,680","77,027"
Nuclear,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,477","27,744","60,997","108,501","74,080","62,997","68,894","101,057","134,819","219,376","205,037","214,610","298,644","309,008","309,152","274,130","317,795","238,255","249,564","338,080","377,308","354,142","340,563","406,822","392,121","408,054","394,485","413,784","426,332","418,065","417,249","417,016","420,029","415,742","427,226","425,810","424,073","412,722","420,486","428,474","440,248","447,500","443,192"
Nuclear,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,NE,0,0,0,886,"1,082",-64,0,0,0,0,0,0,0,"6,536","44,596","65,153","64,335","80,249","84,522","94,196","63,082","66,048","96,917","66,321","62,676","43,911","81,009","89,684","72,391","85,480","79,485","84,372","91,605","71,481","66,321","78,650","99,325","97,267","86,643","105,452","89,988","91,127","105,696","83,344","106,796","91,856","93,943","115,815","99,075","98,682","115,540","72,549","60,795","71,736","105,655","107,976","97,798","72,300"
Nuclear,NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43,182","71,164","82,393","95,028","64,842","88,042","103,399","83,736","87,988","90,667","82,617","90,778","97,054","96,677","106,132","98,682","98,067","112,902","97,729","92,214","114,032","87,508","85,814","114,173","106,350","99,186","112,551","104,493"
Nuclear,NJ,0,0,0,0,0,0,0,0,0,"1,182","37,917","41,455","47,008","39,087","41,000","34,645","42,587","74,941","89,372","71,918","83,192","128,776","155,455","69,006","60,825","188,752","156,254","237,006","253,285","243,746","251,538","260,072","226,122","261,888","231,296","176,576","115,826","145,951","284,643","302,746","298,041","318,190","322,299","309,629","282,407","327,604","339,846","335,757","336,500","359,036","342,526","351,658","346,962","348,784","329,533","347,851","312,569","355,948"
Nuclear,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,NY,0,0,706,"7,017","4,555","8,585","9,274","13,321","12,131","14,042","46,908","70,670","69,775","78,793","103,490","144,387","172,988","221,730","237,431","201,340","210,259","192,412","159,870","178,577","229,730","255,910","233,632","239,397","256,306","241,794","249,982","298,252","252,926","282,445","305,527","276,714","369,977","310,304","328,512","386,844","328,597","421,845","413,686","423,959","423,797","442,937","440,606","445,288","451,622","454,806","437,620","446,761","427,277","467,651","450,141","466,457","434,791","441,029"
Nuclear,OH,0,0,0,0,207,255,17,0,0,0,0,0,0,0,0,0,0,"5,039","26,533","34,412","23,115","48,607","35,722","53,479","46,759","20,638",254,"78,448","89,635","133,993","112,845","155,507","155,028","105,152","114,473","176,182","146,195","160,882","172,847","171,610","175,013","161,488","113,451","88,327","166,328","154,481","175,798","165,349","183,055","159,040","165,192","155,806","179,055","168,451","170,319","181,726","175,893","184,997"
Nuclear,OK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"23,227","69,916","17,104","48,900","58,844","70,856","53,062","40,186","51,348","73,406","74,912","45,399","67,204","56,080","64,273","15,363","47,880",-223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,PA,"2,674","3,548","3,717","4,221",301,"3,691","6,107","6,968","5,286","4,579","5,102","4,823","3,112","3,941","78,108","174,766","181,447","191,913","244,304","204,484","131,893","157,462","182,395","160,505","233,815","278,637","421,260","365,282","401,416","414,489","611,503","602,575","629,650","623,208","702,446","698,311","721,262","709,967","641,517","743,282","769,361","769,971","794,521","774,989","807,739","796,157","785,731","811,600","822,134","808,770","813,462","796,798","787,753","822,483","823,277","842,044","867,302","870,187"
Nuclear,RI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,SC,0,0,0,0,468,880,852,94,0,0,76,"26,162","52,110","67,229","123,406","214,291","197,186","185,645","212,875","198,220","189,846","191,120","145,677","278,962","251,939","338,056","376,882","410,268","431,984","431,569","453,763","451,945","476,813","485,168","464,760","516,666","457,627","471,343","511,535","531,002","530,708","520,792","556,829","525,453","533,920","554,544","530,071","558,014","541,026","545,434","543,379","553,573","535,952","566,879","548,246","555,909","583,883","568,390"
Nuclear,SD,0,0,0,0,0,0,105,770,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,660","51,886","111,885","153,222","135,551","102,737","-1,107","-1,124","41,776","165,130","148,175","173,895","163,909","34,714","124,717","165,048","240,773","258,656","297,814","284,525","269,327","298,424","287,927","251,718","298,369","290,153","257,523","301,038","282,514","281,996","289,930","281,682","263,045","297,732","289,401","261,037","309,357","332,779"
Nuclear,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,201","105,722","167,823","207,582","256,502","130,321","300,448","379,842","375,656","392,031","405,846","384,141","391,670","398,535","371,923","348,485","421,660","398,994","430,593","429,577","425,682","434,024","432,036","414,881","402,823","400,353","410,907","411,571","440,109","403,523"
Nuclear,UT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,VA,0,0,0,0,0,0,0,0,0,0,0,0,"4,836","74,765","66,437","98,782","85,506","102,103","154,249","76,758","125,071","196,535","192,897","203,636","184,824","236,905","224,429","189,468","223,036","150,955","252,065","250,424","244,334","238,323","265,782","264,092","276,085","284,220","285,716","295,742","295,361","269,003","285,549","258,633","295,272","291,357","287,938","286,019","291,932","295,072","277,729","267,334","300,992","306,430","316,081","293,455","310,966","319,562"
Nuclear,VT,0,0,0,0,0,0,0,0,0,0,0,0,"1,828","17,422","27,708","39,220","36,013","38,097","35,456","37,521","32,497","39,362","46,222","31,298","36,170","31,860","21,776","36,927","43,615","38,171","38,267","43,072","39,105","35,421","45,106","40,541","39,899","44,776","35,226","42,418","47,432","43,559","41,378","46,317","40,231","42,491","53,287","49,337","51,163","56,067","49,986","51,351","52,283","50,639","52,929",0,0,0
Nuclear,WA,0,0,0,0,0,0,"11,497","23,287","44,091","40,475","28,693","27,667","31,500","48,321","43,409","36,432","26,568","46,468","45,301","39,301","22,269","22,523","40,206","38,098","57,614","85,377","89,276","57,728","63,616","64,745","60,762","44,346","59,605","74,946","70,444","72,938","58,691","65,526","72,556","63,598","89,744","86,159","94,484","79,360","93,660","86,016","97,341","85,051","96,886","69,385","96,588","50,293","97,808","88,408","99,332","85,347","100,674","85,013"
Nuclear,WI,0,0,0,0,0,0,0,0,0,0,"1,725","37,596","35,547","64,894","92,144","113,356","118,450","117,864","128,208","113,175","108,111","107,201","113,696","101,404","116,513","116,623","118,477","118,109","121,546","114,802","118,793","115,234","117,350","120,424","120,370","115,258","106,305","41,093","98,586","120,120","120,059","120,168","129,991","127,310","123,966","103,535","127,657","135,416","127,039","132,653","138,812","120,962","149,845","121,994","98,807","104,666","106,173","100,919"
Nuclear,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuclear,US,"6,026","19,678","26,394","38,147","39,819","43,164","64,158","88,456","141,534","153,722","239,347","412,939","583,752","910,177","1,272,083","1,899,798","2,111,121","2,701,762","3,024,126","2,775,827","2,739,169","3,007,589","3,131,148","3,202,549","3,552,531","4,075,563","4,380,109","4,753,933","5,586,968","5,602,161","6,104,350","6,422,132","6,479,206","6,410,499","6,693,877","7,075,436","7,086,674","6,596,992","7,067,809","7,610,256","7,862,349","8,028,853","8,145,429","7,959,622","8,222,774","8,160,810","8,214,626","8,458,589","8,426,491","8,355,220","8,434,433","8,268,698","8,061,822","8,244,433","8,337,559","8,336,886","8,426,753","8,418,968"
Renewable,AK,"6,800","7,313","7,453","7,793","8,102","8,519","8,328","8,457","8,486","8,455","8,835","9,094","8,673","7,844","8,329","8,608","9,201","11,449","10,809","10,733","8,321","9,216","8,745","9,591","11,152","11,783","10,707","12,004","12,761","18,342","18,357","17,357","18,300","20,551","23,590","23,142","21,915","15,583","13,638","10,605","12,375","17,439","18,257","19,598","18,857","15,866","13,298","14,037","12,913","15,685","16,965","16,078","17,796","18,629","19,790","23,786","25,174","23,677"
Renewable,AL,"112,809","118,021","125,564","112,682","137,992","121,888","121,238","144,384","129,673","131,856","132,471","158,182","164,946","181,706","166,734","184,701","160,994","174,751","148,341","190,737","238,766","213,355","265,548","282,179","288,127","248,632","215,783","233,511","216,597","304,351","253,287","257,202","257,599","269,514","334,002","322,116","323,721","300,020","317,349","290,232","263,303","252,817","253,570","284,700","293,216","279,765","266,305","228,635","237,119","273,619","265,515","277,845","263,335","332,379","290,635","280,131","252,502","275,719"
Renewable,AR,"48,104","51,144","47,637","41,897","42,732","46,425","51,697","46,124","64,986","64,813","56,933","53,579","53,917","81,723","81,339","71,589","62,300","69,746","77,088","80,773","69,996","68,248","77,652","95,412","91,646","109,251","91,234","86,688","92,546","119,759","110,505","110,143","112,813","133,803","119,609","117,506","118,019","124,045","114,927","110,822","108,634","94,001","108,618","107,905","112,915","112,547","100,080","121,020","125,658","130,201","138,073","133,249","123,292","128,454","128,788","126,030","123,100","116,203"
Renewable,AZ,"36,181","35,083","34,533","34,861","34,271","50,095","58,060","56,423","63,456","67,840","68,919","74,136","75,189","79,348","82,058","80,897","84,428","75,681","79,870","83,414","120,006","92,583","94,968","175,999","188,831","171,680","175,103","123,114","98,749","101,498","94,753","88,774","87,528","86,942","94,235","106,203","114,081","143,511","128,116","116,145","102,228","92,523","88,026","84,185","82,440","92,173","95,419","97,237","111,605","95,867","101,018","128,667","114,897","119,057","138,101","149,097","159,710","169,583"
Renewable,CA,"270,161","248,178","329,046","360,333","331,757","418,518","375,877","473,192","397,366","544,918","521,978","533,790","472,312","553,162","645,073","578,578","422,852","338,073","576,601","559,806","591,928","503,653","702,806","811,004","696,738","594,659","668,070","524,440","515,854","742,268","672,960","658,107","642,475","822,390","635,982","854,526","824,947","767,380","838,207","764,517","741,708","615,241","684,585","768,651","768,941","819,424","897,313","707,045","680,176","725,536","837,024","946,195","808,946","851,748","857,093","847,218","1,039,844","1,229,658"
Renewable,CO,"16,914","15,464","17,144","17,410","17,865","16,369","17,380","16,908","17,248","18,181","21,329","25,526","22,935","23,623","24,207","24,728","23,636","23,658","29,391","33,170","28,582","28,752","32,043","35,857","39,837","43,210","44,294","32,433","32,649","30,873","27,106","32,617","28,988","33,636","29,288","36,531","35,801","38,515","31,402","32,395","31,999","30,469","27,040","28,791","29,092","35,522","42,139","50,497","77,281","78,243","81,774","106,765","106,848","121,665","130,081","132,340","157,085","160,230"
Renewable,CT,"17,406","17,076","15,937","16,253","16,703","15,500","16,243","18,072","18,657","19,701","19,293","20,206","22,712","21,870","22,509","22,237","23,862","24,105","26,391","29,359","43,748","42,958","41,481","48,199","41,112","40,389","35,551","30,809","34,409","36,042","34,712","35,008","39,390","39,678","40,824","46,227","56,334","51,004","49,471","49,593","50,913","29,915","28,606","32,968","42,955","29,137","35,589","36,036","36,345","41,556","43,444","43,037","38,717","41,547","44,272","45,250","45,670","45,201"
Renewable,DC,155,163,166,148,138,120,111,112,120,108,113,116,118,114,129,131,146,158,193,210,"2,849","2,312","3,654","2,564","3,226","3,327","3,049","2,229","2,382","2,515","1,283","1,347","1,412","1,946","1,849","1,851","1,922","1,378","1,222","1,259","1,354",866,881,926,943,262,616,736,560,615,"1,119","1,295","1,083","1,131","1,276","1,781","2,127","2,212"
Renewable,DE,"4,982","5,101","5,134","5,356","5,510","5,577","5,852","5,783","6,594","7,073","7,021","7,673","8,190","8,483","8,466","7,901","9,607","10,161","10,667","8,729","2,472","2,006","3,170","2,224","2,927","3,019","2,765","2,162","2,310","2,516","1,653","1,734","1,784","2,492","2,422","2,476","2,642","2,203","1,936","2,001","2,290","1,325","1,314","1,401","1,435","1,882","3,608","4,958","5,775","6,625","7,743","7,821","7,106","7,449","7,920","7,546","7,269","7,580"
Renewable,FL,"35,680","34,417","35,826","38,613","39,016","39,916","42,760","44,550","49,556","51,489","51,035","49,968","54,389","56,250","52,429","50,007","56,507","59,953","65,357","69,419","90,049","83,698","105,523","94,585","112,695","114,488","118,872","108,785","114,445","233,039","199,621","213,746","231,574","217,481","215,930","220,410","240,413","231,427","205,607","204,197","195,106","158,128","174,364","188,473","179,466","187,576","191,829","199,581","242,287","272,643","289,516","287,842","286,685","298,304","295,114","289,723","282,630","300,987"
Renewable,GA,"96,016","94,590","96,771","103,171","118,296","108,022","109,456","109,475","106,371","105,812","98,222","109,007","114,745","125,605","121,581","123,427","135,157","136,122","138,170","149,144","144,038","122,747","143,871","151,110","159,451","146,207","141,713","146,038","138,748","218,604","236,225","227,699","234,696","240,389","240,939","249,128","256,860","262,479","256,573","231,115","222,186","192,060","283,704","221,665","226,739","218,351","210,622","205,582","198,118","220,317","247,507","247,517","238,181","281,392","295,502","298,546","293,273","285,467"
Renewable,HI,292,258,214,446,"1,429","1,265","1,309","1,389","1,657","1,773","1,559","1,283","1,491","1,528","1,550","1,498","1,663","1,355","1,143","1,258","12,808","13,585","13,382","14,920","15,372","15,307","17,315","18,834","20,427","28,875","27,937","27,516","26,800","27,829","25,405","24,608","24,088","22,502","21,657","21,767","20,386","12,389","10,452","13,310","13,769","14,128","15,362","16,773","19,145","19,503","18,042","19,883","21,143","25,424","27,390","28,553","31,136","30,471"
